Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,T4TS.Example.Models,Barfoo,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Barfoo.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Number' Complex' Name' DateTime' aValue
Unnecessary Abstraction,T4TS.Example.Models,InheritanceTest1,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\InheritanceTest1.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: SomeString' Recursive
Unnecessary Abstraction,T4TS.Example.Models,InheritanceTest2,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\InheritanceTest2.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: SomeString2' Recursive2
Unnecessary Abstraction,T4TS.Example.Models,InheritanceTest3,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\InheritanceTest3.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: SomeString3' Recursive3
Unnecessary Abstraction,T4TS.Example.Models,InheritanceTest4,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\InheritanceTest4.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: SomeString4' Recursive4
Unnecessary Abstraction,T4TS.Example.Models,InheritanceTestExternal,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\InheritanceTestExternal.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unutilized Abstraction,T4TS.Example.Models,InheritanceTestExternal,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\InheritanceTestExternal.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,T4TS.Example.Models,Inherited,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Inherited.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: StringProperty' Integers' Doubles' TwoDimList
Unnecessary Abstraction,T4TS.Example.Models,Partial,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Partial.First.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: FromFirstClass' FromSecondClass' AlsoSecondClass
Unutilized Abstraction,T4TS.Example.Models,Partial,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Partial.First.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,T4TS.Example.Models,TestClass,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\TestClass.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Property
Broken Modularization,T4TS.Example.Models,Barfoo,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Barfoo.cs,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields and properties are declared in this class: Number' Complex' Name' DateTime' aValue
Broken Modularization,T4TS.Example.Models,Foobar,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Foobar.cs,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields and properties are declared in this class: SomeString' AGuid' Recursive' NullableInt' NullableDouble' NestedObjectArr' NestedObjectList' TwoDimensions' ThreeDimensions' CamelCasePlease' IgnoreMe' DoNotIgnoreMe
Cyclically-dependent Modularization,T4TS.Example.Models,Barfoo,D:\research\architectureSmells\repos\cskeppstedt_t4ts\T4TS.Example\Models\Barfoo.cs,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: T4TS.Example.Models.Barfoo' T4TS.Example.Models.Inherited
