Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,dnlib,dnlib.DotNet,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet' dnlib.DotNet.MD,dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef' dnlib.DotNet.MD.BlobStream' dnlib.DotNet.MD.CodedToken' dnlib.DotNet.MD.CompressedMetaData
Cyclic Dependency,dnlib,dnlib.DotNet,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet' dnlib.DotNet.MD' dnlib.DotNet.Writer,dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef' dnlib.DotNet.MD.BlobStream' dnlib.DotNet.MD.CodedToken' dnlib.DotNet.MD.CompressedMetaData' dnlib.DotNet.Writer.BinaryReaderChunk' dnlib.DotNet.Writer.BlobHeap' dnlib.DotNet.Writer.MaxStackCalculator' dnlib.DotNet.Writer.ModuleWriter
Cyclic Dependency,dnlib,dnlib.DotNet.Emit,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet.Emit' dnlib.DotNet,dnlib.DotNet.Emit.ExceptionHandler' dnlib.DotNet.Emit.NativeMethodBody' dnlib.DotNet.Emit.MethodBodyReader' dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef
Cyclic Dependency,dnlib,dnlib.DotNet.Emit,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet.Emit' dnlib.DotNet.Writer' dnlib.DotNet,dnlib.DotNet.Emit.ExceptionHandler' dnlib.DotNet.Emit.NativeMethodBody' dnlib.DotNet.Emit.MethodBodyReader' dnlib.DotNet.Writer.BinaryReaderChunk' dnlib.DotNet.Writer.BlobHeap' dnlib.DotNet.Writer.MaxStackCalculator' dnlib.DotNet.Writer.ModuleWriter' dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef
Cyclic Dependency,dnlib,dnlib.DotNet.Emit,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet.Emit' dnlib.DotNet' dnlib.DotNet.MD' dnlib.DotNet,dnlib.DotNet.Emit.ExceptionHandler' dnlib.DotNet.Emit.NativeMethodBody' dnlib.DotNet.Emit.MethodBodyReader' dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef' dnlib.DotNet.MD.BlobStream' dnlib.DotNet.MD.CodedToken' dnlib.DotNet.MD.CompressedMetaData
Cyclic Dependency,dnlib,dnlib.DotNet.Emit,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet.Emit' dnlib.DotNet.Writer' dnlib.DotNet' dnlib.DotNet.MD' dnlib.DotNet,dnlib.DotNet.Emit.ExceptionHandler' dnlib.DotNet.Emit.NativeMethodBody' dnlib.DotNet.Emit.MethodBodyReader' dnlib.DotNet.Writer.BinaryReaderChunk' dnlib.DotNet.Writer.BlobHeap' dnlib.DotNet.Writer.MaxStackCalculator' dnlib.DotNet.Writer.ModuleWriter' dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef' dnlib.DotNet.MD.BlobStream' dnlib.DotNet.MD.CodedToken' dnlib.DotNet.MD.CompressedMetaData
Cyclic Dependency,dnlib,dnlib.DotNet.MD,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet.MD' dnlib.DotNet' dnlib.DotNet.Writer' dnlib.DotNet,dnlib.DotNet.MD.BlobStream' dnlib.DotNet.MD.CodedToken' dnlib.DotNet.MD.CompressedMetaData' dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef' dnlib.DotNet.Writer.BinaryReaderChunk' dnlib.DotNet.Writer.BlobHeap' dnlib.DotNet.Writer.MaxStackCalculator' dnlib.DotNet.Writer.ModuleWriter
Cyclic Dependency,dnlib,dnlib.DotNet.Writer,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.DotNet.Writer' dnlib.DotNet,dnlib.DotNet.Writer.BinaryReaderChunk' dnlib.DotNet.Writer.BlobHeap' dnlib.DotNet.Writer.MaxStackCalculator' dnlib.DotNet.Writer.ModuleWriter' dnlib.DotNet.AssemblyDef' dnlib.DotNet.AssemblyDefMD' dnlib.DotNet.CustomAttributeReader' dnlib.DotNet.FieldDefUser' dnlib.DotNet.MethodDefUser' dnlib.DotNet.ModuleDef
Cyclic Dependency,dnlib,dnlib.PE,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: dnlib.PE' dnlib.W32Resources,dnlib.PE.ImageDataDirectory' dnlib.PE.PEExtensions' dnlib.PE.PEImage' dnlib.W32Resources.ResourceData' dnlib.W32Resources.ResourceDirectory' dnlib.W32Resources.ResourceDirectoryPE
Unstable Dependency,dnlib,dnlib.DotNet,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): dnlib.DotNet.MD' dnlib.DotNet.Writer' dnlib.W32Resources,dnlib.DotNet.DotNetFile' dnlib.DotNet.ModuleWriterOptions' dnlib.DotNet.RawAssemblyRow' dnlib.DotNet.MDTable' dnlib.DotNet.TablesStream' dnlib.DotNet.BlobStream' dnlib.DotNet.StringsStream' dnlib.DotNet.RawAssemblyRefRow' dnlib.DotNet.RawClassLayoutRow' dnlib.DotNet.RawConstantRow' dnlib.DotNet.RawDeclSecurityRow' dnlib.DotNet.RawEventRow' dnlib.DotNet.RawExportedTypeRow' dnlib.DotNet.RawFieldRow' dnlib.DotNet.RawFieldLayoutRow' dnlib.DotNet.IMetaData' dnlib.DotNet.Table' dnlib.DotNet.RawFieldRVARow' dnlib.DotNet.RawFieldMarshalRow' dnlib.DotNet.RawFileRow' dnlib.DotNet.RawGenericParamRow' dnlib.DotNet.TableInfo' dnlib.DotNet.RawGenericParamConstraintRow' dnlib.DotNet.RawImplMapRow' dnlib.DotNet.RawInterfaceImplRow' dnlib.DotNet.RawManifestResourceRow' dnlib.DotNet.RawMemberRefRow' dnlib.DotNet.RawMethodRow' dnlib.DotNet.RawMethodSpecRow' dnlib.DotNet.ModuleWriter' dnlib.DotNet.Win32Resources' dnlib.DotNet.ResourceData' dnlib.DotNet.ResourceName' dnlib.DotNet.ComImageFlags' dnlib.DotNet.MDHeaderRuntimeVersion' dnlib.DotNet.RawModuleRow' dnlib.DotNet.GuidStream' dnlib.DotNet.RandomRidList' dnlib.DotNet.ImageCor20Header' dnlib.DotNet.CodedToken' dnlib.DotNet.RawCustomAttributeRow' dnlib.DotNet.USStream' dnlib.DotNet.NativeModuleWriter' dnlib.DotNet.NativeModuleWriterOptions' dnlib.DotNet.RawStandAloneSigRow' dnlib.DotNet.RawPropertyRow' dnlib.DotNet.RawTypeSpecRow' dnlib.DotNet.RawModuleRefRow' dnlib.DotNet.RawParamRow' dnlib.DotNet.RawTypeDefRow' dnlib.DotNet.RawNestedClassRow' dnlib.DotNet.RidList' dnlib.DotNet.RawMethodImplRow' dnlib.DotNet.RawMethodSemanticsRow' dnlib.DotNet.RawTypeRefRow
Unstable Dependency,dnlib,dnlib.DotNet.Emit,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): dnlib.DotNet' dnlib.PE,dnlib.DotNet.Emit.ITypeDefOrRef' dnlib.DotNet.Emit.CorLibTypeSig' dnlib.DotNet.Emit.MemberRef' dnlib.DotNet.Emit.IField' dnlib.DotNet.Emit.IMethod' dnlib.DotNet.Emit.ITokenOperand' dnlib.DotNet.Emit.MethodSig' dnlib.DotNet.Emit.Parameter' dnlib.DotNet.Emit.TypeSig' dnlib.DotNet.Emit.ElementType' dnlib.DotNet.Emit.IFullName' dnlib.DotNet.Emit.FullNameCreator' dnlib.DotNet.Emit.RVA' dnlib.DotNet.Emit.MethodDef' dnlib.DotNet.Emit.StandAloneSig' dnlib.DotNet.Emit.LocalSig' dnlib.DotNet.Emit.MDToken' dnlib.DotNet.Emit.IVariable
Unstable Dependency,dnlib,dnlib.PE,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): dnlib.W32Resources,dnlib.PE.Win32Resources' dnlib.PE.ResourceData' dnlib.PE.ResourceName' dnlib.PE.Win32ResourcesPE
God Component,dnlib,dnlib.DotNet,The tool detected the smell in this component because the component contains high number of LOC (Lines Of Code). The total LOC of the component: 30184,dnlib.DotNet.SigComparer
