Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Circle,0,4,1,0,4,28,4,0,1,-1,1,0
Cylinder,0,4,3,0,4,43,4,0,1,-1,0,0
ExtendedFigureController,0,2,0,0,1,59,17,0,1,-1,1,1
Figure,1,6,0,0,6,43,11,5,1,0.33,1,1
FigureController,2,4,1,0,3,83,20,1,0,0,2,0
IAreaMeasurable,0,1,0,0,0,4,1,3,0,-1,0,0
IFlat,0,1,0,0,0,4,1,2,0,-1,0,0
ILengthMeasurable,0,1,0,0,0,4,1,1,0,-1,0,0
ITransformable,0,3,0,0,0,6,3,1,0,-1,0,0
IVolumeMeasurable,0,1,0,0,0,4,1,1,0,-1,0,0
LineSegment,1,3,2,0,3,32,3,0,2,0,0,0
Program,0,2,0,0,0,19,4,0,0,-1,1,0
Triangle,0,4,3,0,4,46,4,0,2,-1,1,0
Vector,2,6,2,0,2,63,11,1,0,0,0,0
Vector3D,3,6,3,0,6,79,7,0,1,0.83,0,7
Vertex,0,2,1,0,2,18,2,0,2,-1,0,0
