Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
BusinessEntityBase,0,1,1,0,1,17,1,0,1,-1,0,0
IBusinessEntity,0,0,1,0,0,7,0,2,0,-1,0,0
Task,0,1,3,0,1,23,1,0,1,-1,0,2
TaskManager,0,5,0,0,4,25,5,0,0,-1,2,0
TaskRepository,3,6,1,0,4,60,6,0,0,0,2,1
TaskDatabase,1,5,0,0,5,55,5,0,0,0.4,0,1
SQLiteException,0,2,1,0,1,15,2,0,0,-1,1,4
SQLiteOpenFlags,0,0,0,0,0,15,0,0,0,-1,0,1
SQLiteConnection,10,52,8,0,45,1126,103,0,0,0.31,6,0
SQLiteConnectionString,0,1,3,0,1,31,1,0,0,-1,0,0
TableAttribute,0,1,1,0,1,12,1,0,0,-1,0,1
ColumnAttribute,0,1,1,0,1,12,1,0,0,-1,0,0
PrimaryKeyAttribute,0,0,0,0,0,4,0,0,0,-1,0,1
AutoIncrementAttribute,0,0,0,0,0,4,0,0,0,-1,0,1
IndexedAttribute,0,2,3,0,2,24,2,1,0,-1,0,1
IgnoreAttribute,0,0,0,0,0,4,0,0,0,-1,0,1
UniqueAttribute,0,0,1,0,0,11,0,0,1,-1,0,0
MaxLengthAttribute,0,1,1,0,1,12,1,0,0,-1,0,1
CollationAttribute,0,1,1,0,1,12,1,0,0,-1,0,1
TableMapping,5,7,8,0,5,210,19,0,0,0.57,3,4
Orm,1,7,0,1,7,102,20,0,0,0.86,6,1
SQLiteCommand,3,16,1,0,9,258,57,0,0,0.19,3,2
PreparedSqlLiteInsertCommand,1,5,4,0,2,82,12,0,0,0.6,3,1
BaseTableQuery,0,0,0,0,0,14,0,1,0,-1,0,1
TableQuery,11,24,2,0,15,403,71,0,1,0.67,3,0
SQLite3,0,38,0,0,37,324,40,0,0,-1,1,4
