Design smell,Namespace,Class,File,Cause
Unutilized Abstraction,Raconteur.Compilers,ArgsMatching,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Compilers\ArgsMatching.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,Raconteur.Compilers,Extensions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Compilers\Extensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Duplicate Abstraction,Raconteur.Compilers,Extensions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Compilers\Extensions.cs,The tool detected the smell in this class because two or more abstractions have identical names. The abstractions with identical names are: Raconteur.Compilers.Extensions' Raconteur.Helpers.Extensions
Unutilized Abstraction,Raconteur.Compilers,StringParser,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Compilers\StringParser.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unutilized Abstraction,Raconteur.Compilers,TableArgsFormatters,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Compilers\TableArgsFormatters.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,Raconteur.Generators,CodeGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\CodeGenerator.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Code
Feature Envy,Raconteur.Generators,ScenarioGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\ScenarioGenerator.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: RestoreScenario which is more interested in members of the type: Scenario
Feature Envy,Raconteur.Generators,ScenarioGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\ScenarioGenerator.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: BackupScenario which is more interested in members of the type: Scenario
Feature Envy,Raconteur.Generators,RunnerGenerator,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Generators\RunnerGenerator.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: AggregateStepDefinitions which is more interested in members of the type: Feature
Unutilized Abstraction,Raconteur.Helpers,Extensions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Extensions.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,Raconteur.Helpers,RegexExpressions,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\RegexExpressions.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: FeatureDefinition' UsingStatement' Punctuation' NamespaceDeclaration' PartialClassDeclaration
Unutilized Abstraction,Raconteur.Helpers,RunnerFileWatcher,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\RunnerFileWatcher.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,Raconteur.Helpers,A,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\A.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ' Quote' Colon' Bar
Unnecessary Abstraction,Raconteur.Helpers,Boundary,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\Boundary.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Start' End' Length
Unutilized Abstraction,Raconteur.Helpers,CollectionsEx,D:\research\architectureSmells\repos\limadelic_raconteur\dotNet\Raconteur\Helpers\CollectionsEx.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
