Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,System.Reactive,System.Reactive,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive' System.Reactive.Concurrency,System.Reactive.Notification<T>' System.Reactive.Concurrency.CurrentThreadScheduler' System.Reactive.Concurrency.TaskPoolScheduler
Cyclic Dependency,System.Reactive,System.Reactive,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive' System.Reactive.Concurrency' System.Reactive.Subjects,System.Reactive.Notification<T>' System.Reactive.Concurrency.CurrentThreadScheduler' System.Reactive.Concurrency.TaskPoolScheduler' System.Reactive.Subjects.AsyncSubject<T>' System.Reactive.Subjects.SynchronizedSubject<TSource'TResult>
Cyclic Dependency,System.Reactive,System.Reactive,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive' System.Reactive.Concurrency' System.Reactive.Disposables' System.Reactive.Concurrency,System.Reactive.Notification<T>' System.Reactive.Concurrency.CurrentThreadScheduler' System.Reactive.Concurrency.TaskPoolScheduler' System.Reactive.Disposables.ScheduledDisposable
Cyclic Dependency,System.Reactive,System.Reactive,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive' System.Reactive.Concurrency' System.Reactive.Disposables' System.Reactive.Concurrency' System.Reactive.Subjects,System.Reactive.Notification<T>' System.Reactive.Concurrency.CurrentThreadScheduler' System.Reactive.Concurrency.TaskPoolScheduler' System.Reactive.Disposables.ScheduledDisposable' System.Reactive.Subjects.AsyncSubject<T>' System.Reactive.Subjects.SynchronizedSubject<TSource'TResult>
Cyclic Dependency,System.Reactive,System.Reactive.Concurrency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive.Concurrency' System.Reactive.Disposables,System.Reactive.Concurrency.CurrentThreadScheduler' System.Reactive.Concurrency.TaskPoolScheduler' System.Reactive.Disposables.ScheduledDisposable
Cyclic Dependency,System.Reactive,System.Reactive.Concurrency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive.Concurrency' System.Reactive' System.Reactive.Subjects' System.Reactive,System.Reactive.Concurrency.CurrentThreadScheduler' System.Reactive.Concurrency.TaskPoolScheduler' System.Reactive.Notification<T>' System.Reactive.Subjects.AsyncSubject<T>' System.Reactive.Subjects.SynchronizedSubject<TSource'TResult>
Cyclic Dependency,System.Reactive,System.Reactive.Subjects,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Reactive.Subjects' System.Reactive,System.Reactive.Subjects.AsyncSubject<T>' System.Reactive.Subjects.SynchronizedSubject<TSource'TResult>' System.Reactive.Notification<T>
Unstable Dependency,System.Reactive,System.Reactive,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reactive.Concurrency' System.Reactive.Subjects,System.Reactive.IScheduler' System.Reactive.ISubject
Unstable Dependency,System.Reactive,System.Reactive.Disposables,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reactive.Concurrency,System.Reactive.Disposables.IScheduler
Unstable Dependency,System.Reactive,System.Reactive.Subjects,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Reactive.Concurrency,System.Reactive.Subjects.IScheduler' System.Reactive.Subjects.Scheduler
God Component,System.Reactive,System.Reactive.Joins,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34,System.Reactive.Joins.Pattern' System.Reactive.Joins.Plan<TResult>' System.Reactive.Joins.Plan<T'TResult>' System.Reactive.Joins.Plan<TSource1'TSource2'TResult>' System.Reactive.Joins.Plan<TSource1'TSource2'TSource3'TResult>
God Component,System.Reactive,System.Reactive.Linq,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 30,System.Reactive.Linq.IGroupedObservable
Feature Concentration,System.Reactive,System.Reactive,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EventPattern<TEventArgs>]' [IEventPatternSource]' [IEventSource]' [DefaultObserver<T>]' [WrappedObserver<T>]' [Notification<T>' Notification' NotificationKind' Observer' NotifiedObserver<T>' InternalNotification<T>' OnCompleted' OnError' OnNext]' [TimeInterval]' [Timestamped]' [Unit]' [ObserverBase<T>]' [ObservableBase<T>]' [AnonymousObservable<T>]' [AnonymousObserver<T>]' [SynchronizedObservable<T>]' [SynchronizedObserver<T>]. LCC (Lack of Component Cohesion) = 0.65,System.Reactive.EventPattern<TEventArgs>' System.Reactive.IEventPatternSource' System.Reactive.IEventSource' System.Reactive.DefaultObserver<T>' System.Reactive.WrappedObserver<T>' System.Reactive.TimeInterval' System.Reactive.Timestamped' System.Reactive.Unit' System.Reactive.ObserverBase<T>' System.Reactive.ObservableBase<T>' System.Reactive.AnonymousObservable<T>' System.Reactive.AnonymousObserver<T>' System.Reactive.SynchronizedObservable<T>' System.Reactive.SynchronizedObserver<T>
