Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json' Newtonsoft.Json.Serialization
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json' Newtonsoft.Json.Serialization' Newtonsoft.Json.Utilities
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json' Newtonsoft.Json.Serialization' Newtonsoft.Json.Converters
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Converters,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json.Converters' Newtonsoft.Json.Serialization
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Linq,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json.Linq' Newtonsoft.Json.Serialization' Newtonsoft.Json
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Linq.JsonPath,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json.Linq.JsonPath' Newtonsoft.Json.Linq
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json.Serialization' Newtonsoft.Json' Newtonsoft.Json.Linq' Newtonsoft.Json.Converters
Cyclic Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Newtonsoft.Json.Serialization' Newtonsoft.Json.Utilities
Unstable Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Bson,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Newtonsoft.Json.Serialization
Unstable Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Newtonsoft.Json.Serialization' Newtonsoft.Json.Schema
Unstable Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Linq,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Newtonsoft.Json' Newtonsoft.Json.Linq.JsonPath
Unstable Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Newtonsoft.Json.Converters
Unstable Dependency,Newtonsoft.Json.Portable40,Newtonsoft.Json.Utilities,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Newtonsoft.Json.Serialization' Newtonsoft.Json
God Component,Newtonsoft.Json.Portable40,Newtonsoft.Json,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 49
God Component,Newtonsoft.Json.Portable40,Newtonsoft.Json.Serialization,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 35
God Component,Newtonsoft.Json.Portable40,Newtonsoft.Json.Utilities,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34
Feature Concentration,Newtonsoft.Json.Portable40,Newtonsoft.Json.Converters,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BsonObjectIdConverter]' [CustomCreationConverter]' [DateTimeConverterBase' IsoDateTimeConverter' JavaScriptDateTimeConverter]' [DiscriminatedUnionConverter]' [KeyValuePairConverter]' [RegexConverter]' [StringEnumConverter]' [VersionConverter]. LCC (Lack of Component Cohesion) = 0.8
Feature Concentration,Newtonsoft.Json.Portable40,Newtonsoft.Json.Utilities,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Base64Encoder' ValidationUtils' CollectionUtils' ReflectionUtils' IWrappedCollection' CollectionWrapper' PrimitiveTypeCode' TypeInformation' ConvertUtils' MiscellaneousUtils' ParseResult' IWrappedDictionary' DictionaryWrapper' EnumUtils' ExpressionReflectionDelegateFactory' LateBoundReflectionDelegateFactory' ReflectionDelegateFactory' ReflectionObject' MemberTypes' TypeExtensions' JavaScriptUtils' StringUtils' MathUtils' ReflectionMember]' [BidirectionalDictionary]' [ParserTimeZone' DateTimeParser' DateTimeUtils]' [EnumValue]' [FSharpUtils]' [PropertyNameTable]' [StringBuffer]' [StringReference]' [ThreadSafeStore]. LCC (Lack of Component Cohesion) = 0.26
Scattered Functionality,Newtonsoft.Json.Portable40,Newtonsoft.Json.Converters,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Newtonsoft.Json' Newtonsoft.Json.Serialization
Scattered Functionality,Newtonsoft.Json.Portable40,Newtonsoft.Json.Schema,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Newtonsoft.Json.Linq' Newtonsoft.Json
Scattered Functionality,Newtonsoft.Json.Portable40,Newtonsoft.Json.Serialization,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Newtonsoft.Json.Linq' Newtonsoft.Json
