Namespace,Type,Method,LOC,CC,PC
Tests.Domain,GeoShape,GenerateRandomPoint,0,1,1
Tests.Domain,GeoShape,GenerateRandomMultiPoint,0,1,1
Tests.Domain,GeoShape,GenerateLineString,0,1,1
Tests.Domain,GeoShape,GenerateMultiLineString,6,2,1
Tests.Domain,GeoShape,GeneratePolygon,0,1,1
Tests.Domain,GeoShape,GenerateMultiPolygon,0,1,1
Tests.Domain,GeoShape,GenerateGeoCoordinate,0,1,1
Tests.Domain,GeoShape,GenerateGeoCoordinates,6,2,2
Tests.Domain,GeoShape,GeneratePolygonCoordinates,16,3,3
Tests.Domain,Log,GetMessageText,6,2,0
Tests.Domain,MachineLearningDateTimeFormatter,Deserialize,20,4,2
Tests.Domain,MachineLearningDateTimeFormatter,Serialize,0,1,3
Tests.Domain,Ranges,Ranges,1,1,0
Tests.Domain,Ranges,Ranges,9,1,1
Tests.Domain,Ranges,SetDates,8,1,2
Tests.Domain,Ranges,SetDoubles,8,1,2
Tests.Domain,Ranges,SetFloats,8,1,2
Tests.Domain,Ranges,SetIntegers,8,1,2
Tests.Domain,Ranges,SetLongs,8,1,2
Tests.Domain,Ranges,SetIps,22,4,2
Tests.Domain,Ranges,SwapAssign,4,2,4
Tests.Domain,Shape,GenerateRandomPoint,0,1,1
Tests.Domain,Shape,GenerateRandomMultiPoint,0,1,1
Tests.Domain,Shape,GenerateLineString,0,1,1
Tests.Domain,Shape,GenerateMultiLineString,6,2,1
Tests.Domain,Shape,GeneratePolygon,0,1,1
Tests.Domain,Shape,GenerateMultiPolygon,0,1,1
Tests.Domain,Shape,GenerateGeoCoordinate,0,1,1
Tests.Domain,Shape,GenerateGeoCoordinates,6,2,2
Tests.Domain,Shape,GeneratePolygonCoordinates,16,3,3
Tests.Domain,SourceOnlyUsingBuiltInConverter,WriteJson,6,1,3
Tests.Domain,SourceOnlyUsingBuiltInConverter,ReadJson,13,1,4
Tests.Domain,SourceOnlyUsingBuiltInConverter,CanConvert,0,1,1
Tests.Domain.Extensions,AnonymizerExtensions,ToAnonymousObject,0,1,1
Tests.Domain.Extensions,ConnectionSettingsExtensions,ApplyDomainSettings,0,1,1
Tests.Domain.Extensions,DateTimeExtensions,ToUnixTime,0,1,1
Tests.Domain.Helpers,TestValueHelper,InRange,0,1,1
Tests.Domain.Helpers,TestValueHelper,Dependant,0,1,2
Tests.Domain.JsonConverters,DateTimeConverter,WriteJson,57,10,3
Tests.Domain.JsonConverters,DateTimeConverter,AppendTwoDigitNumber,4,1,2
Tests.Domain.JsonConverters,StringTimeSpanConverter,WriteJson,9,2,3
Tests.Domain.JsonConverters,StringTimeSpanConverter,ReadJson,10,4,4
Tests.Domain.JsonConverters,StringTimeSpanConverter,CanConvert,0,1,1
